GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JOIE001,NAME_M,JOIM001
"G0500450","2006-2010",,,"Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Faulkner County, Arkansas",45287,"Faulkner County, Arkansas",1872
"G0500470","2006-2010",,,"Arkansas","05","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Arkansas",32064,"Franklin County, Arkansas",2700
"G0500490","2006-2010",,,"Arkansas","05","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, Arkansas",30598,"Fulton County, Arkansas",2805
"G0500510","2006-2010",,,"Arkansas","05","Garland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garland County, Arkansas",36844,"Garland County, Arkansas",1213
"G0500530","2006-2010",,,"Arkansas","05","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Arkansas",51589,"Grant County, Arkansas",2696
"G0500550","2006-2010",,,"Arkansas","05","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Arkansas",38209,"Greene County, Arkansas",2003
"G0500570","2006-2010",,,"Arkansas","05","Hempstead County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hempstead County, Arkansas",35708,"Hempstead County, Arkansas",2200
"G0500590","2006-2010",,,"Arkansas","05","Hot Spring County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hot Spring County, Arkansas",37150,"Hot Spring County, Arkansas",1964
"G0500610","2006-2010",,,"Arkansas","05","Howard County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Arkansas",34554,"Howard County, Arkansas",2974
"G0500630","2006-2010",,,"Arkansas","05","Independence County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Independence County, Arkansas",34625,"Independence County, Arkansas",1574
"G0500650","2006-2010",,,"Arkansas","05","Izard County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Izard County, Arkansas",31673,"Izard County, Arkansas",1830
"G0500670","2006-2010",,,"Arkansas","05","Jackson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Arkansas",27615,"Jackson County, Arkansas",4440
"G0500690","2006-2010",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Arkansas",35998,"Jefferson County, Arkansas",1181
"G0500710","2006-2010",,,"Arkansas","05","Johnson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Arkansas",30592,"Johnson County, Arkansas",2073
"G0500730","2006-2010",,,"Arkansas","05","Lafayette County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette County, Arkansas",27515,"Lafayette County, Arkansas",4319
"G0500750","2006-2010",,,"Arkansas","05","Lawrence County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Arkansas",30288,"Lawrence County, Arkansas",2898
"G0500770","2006-2010",,,"Arkansas","05","Lee County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Arkansas",30494,"Lee County, Arkansas",5594
"G0500790","2006-2010",,,"Arkansas","05","Lincoln County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Arkansas",35737,"Lincoln County, Arkansas",4429
"G0500810","2006-2010",,,"Arkansas","05","Little River County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Little River County, Arkansas",33416,"Little River County, Arkansas",2728
"G0500830","2006-2010",,,"Arkansas","05","Logan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Arkansas",37551,"Logan County, Arkansas",2612
"G0500850","2006-2010",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lonoke County, Arkansas",50757,"Lonoke County, Arkansas",1762
"G0500870","2006-2010",,,"Arkansas","05","Madison County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Arkansas",36502,"Madison County, Arkansas",3838
"G0500890","2006-2010",,,"Arkansas","05","Marion County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Arkansas",34109,"Marion County, Arkansas",2862
"G0500910","2006-2010",,,"Arkansas","05","Miller County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miller County, Arkansas",40307,"Miller County, Arkansas",1961
"G0500930","2006-2010",,,"Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mississippi County, Arkansas",33407,"Mississippi County, Arkansas",2755
"G0500950","2006-2010",,,"Arkansas","05","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Arkansas",29964,"Monroe County, Arkansas",3414
"G0500970","2006-2010",,,"Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Arkansas",35705,"Montgomery County, Arkansas",3720
"G0500990","2006-2010",,,"Arkansas","05","Nevada County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, Arkansas",38375,"Nevada County, Arkansas",6215
"G0501010","2006-2010",,,"Arkansas","05","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Arkansas",27441,"Newton County, Arkansas",3825
"G0501030","2006-2010",,,"Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ouachita County, Arkansas",31259,"Ouachita County, Arkansas",2479
"G0501050","2006-2010",,,"Arkansas","05","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Arkansas",43635,"Perry County, Arkansas",3483
"G0501070","2006-2010",,,"Arkansas","05","Phillips County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phillips County, Arkansas",27361,"Phillips County, Arkansas",1683
"G0501090","2006-2010",,,"Arkansas","05","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Arkansas",32806,"Pike County, Arkansas",4259
"G0501110","2006-2010",,,"Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poinsett County, Arkansas",32267,"Poinsett County, Arkansas",1581
"G0501130","2006-2010",,,"Arkansas","05","Polk County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Arkansas",32525,"Polk County, Arkansas",2196
"G0501150","2006-2010",,,"Arkansas","05","Pope County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pope County, Arkansas",39841,"Pope County, Arkansas",1475
"G0501170","2006-2010",,,"Arkansas","05","Prairie County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prairie County, Arkansas",35346,"Prairie County, Arkansas",2660
"G0501190","2006-2010",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Arkansas",45121,"Pulaski County, Arkansas",783
"G0501210","2006-2010",,,"Arkansas","05","Randolph County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Arkansas",30222,"Randolph County, Arkansas",3828
"G0501230","2006-2010",,,"Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Francis County, Arkansas",27019,"St. Francis County, Arkansas",2493
"G0501250","2006-2010",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Arkansas",51502,"Saline County, Arkansas",1235
"G0501270","2006-2010",,,"Arkansas","05","Scott County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Arkansas",36417,"Scott County, Arkansas",3310
"G0501290","2006-2010",,,"Arkansas","05","Searcy County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Searcy County, Arkansas",28811,"Searcy County, Arkansas",2663
"G0501310","2006-2010",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sebastian County, Arkansas",39482,"Sebastian County, Arkansas",1078
"G0501330","2006-2010",,,"Arkansas","05","Sevier County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sevier County, Arkansas",34383,"Sevier County, Arkansas",2954
"G0501350","2006-2010",,,"Arkansas","05","Sharp County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sharp County, Arkansas",31135,"Sharp County, Arkansas",2373
"G0501370","2006-2010",,,"Arkansas","05","Stone County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stone County, Arkansas",30380,"Stone County, Arkansas",4411
"G0501390","2006-2010",,,"Arkansas","05","Union County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Arkansas",36464,"Union County, Arkansas",2779
"G0501410","2006-2010",,,"Arkansas","05","Van Buren County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Van Buren County, Arkansas",31960,"Van Buren County, Arkansas",2566
"G0501430","2006-2010",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Arkansas",42303,"Washington County, Arkansas",1076
"G0501450","2006-2010",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Arkansas",39178,"White County, Arkansas",1858
"G0501470","2006-2010",,,"Arkansas","05","Woodruff County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodruff County, Arkansas",27186,"Woodruff County, Arkansas",2171
"G0501490","2006-2010",,,"Arkansas","05","Yell County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yell County, Arkansas",36606,"Yell County, Arkansas",2991
"G0600010","2006-2010",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alameda County, California",69384,"Alameda County, California",876
"G0600030","2006-2010",,,"California","06","Alpine County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alpine County, California",63478,"Alpine County, California",16309
"G0600050","2006-2010",,,"California","06","Amador County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amador County, California",54758,"Amador County, California",3340
"G0600070","2006-2010",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butte County, California",43170,"Butte County, California",982
"G0600090","2006-2010",,,"California","06","Calaveras County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calaveras County, California",54971,"Calaveras County, California",4905
"G0600110","2006-2010",,,"California","06","Colusa County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colusa County, California",48016,"Colusa County, California",4404
"G0600130","2006-2010",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Contra Costa County, California",78385,"Contra Costa County, California",859
"G0600150","2006-2010",,,"California","06","Del Norte County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Del Norte County, California",36118,"Del Norte County, California",4870
"G0600170","2006-2010",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"El Dorado County, California",70000,"El Dorado County, California",1769
"G0600190","2006-2010",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fresno County, California",46430,"Fresno County, California",658
"G0600210","2006-2010",,,"California","06","Glenn County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Glenn County, California",43074,"Glenn County, California",2413
"G0600230","2006-2010",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, California",40089,"Humboldt County, California",1219
"G0600250","2006-2010",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Imperial County, California",38685,"Imperial County, California",1312
"G0600270","2006-2010",,,"California","06","Inyo County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inyo County, California",44808,"Inyo County, California",3693
"G0600290","2006-2010",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kern County, California",47089,"Kern County, California",691
"G0600310","2006-2010",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kings County, California",48684,"Kings County, California",1892
"G0600330","2006-2010",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, California",39491,"Lake County, California",1615
"G0600350","2006-2010",,,"California","06","Lassen County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lassen County, California",50317,"Lassen County, California",4275
"G0600370","2006-2010",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Los Angeles County, California",55476,"Los Angeles County, California",234
"G0600390","2006-2010",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madera County, California",46039,"Madera County, California",1652
"G0600410","2006-2010",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marin County, California",89268,"Marin County, California",1957
"G0600430","2006-2010",,,"California","06","Mariposa County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mariposa County, California",49098,"Mariposa County, California",5838
"G0600450","2006-2010",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mendocino County, California",43759,"Mendocino County, California",1346
"G0600470","2006-2010",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Merced County, California",43844,"Merced County, California",1566
"G0600490","2006-2010",,,"California","06","Modoc County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Modoc County, California",34588,"Modoc County, California",2797
"G0600510","2006-2010",,,"California","06","Mono County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mono County, California",55087,"Mono County, California",7461
"G0600530","2006-2010",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monterey County, California",59271,"Monterey County, California",1270
"G0600550","2006-2010",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Napa County, California",67389,"Napa County, California",2141
"G0600570","2006-2010",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, California",57121,"Nevada County, California",1881
"G0600590","2006-2010",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, California",74344,"Orange County, California",498
"G0600610","2006-2010",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Placer County, California",74447,"Placer County, California",1226
"G0600630","2006-2010",,,"California","06","Plumas County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plumas County, California",44000,"Plumas County, California",2761
"G0600650","2006-2010",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Riverside County, California",57768,"Riverside County, California",598
"G0600670","2006-2010",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sacramento County, California",56439,"Sacramento County, California",590
"G0600690","2006-2010",,,"California","06","San Benito County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Benito County, California",65771,"San Benito County, California",2445
"G0600710","2006-2010",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Bernardino County, California",55845,"San Bernardino County, California",482
"G0600730","2006-2010",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Diego County, California",63069,"San Diego County, California",464
"G0600750","2006-2010",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Francisco County, California",71304,"San Francisco County, California",899
"G0600770","2006-2010",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Joaquin County, California",54341,"San Joaquin County, California",909
"G0600790","2006-2010",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Luis Obispo County, California",57365,"San Luis Obispo County, California",1444
"G0600810","2006-2010",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Mateo County, California",85648,"San Mateo County, California",877
"G0600830","2006-2010",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Barbara County, California",60078,"Santa Barbara County, California",1101
"G0600850","2006-2010",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Clara County, California",86850,"Santa Clara County, California",730
"G0600870","2006-2010",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Cruz County, California",65253,"Santa Cruz County, California",1187
"G0600890","2006-2010",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shasta County, California",43944,"Shasta County, California",1009
"G0600910","2006-2010",,,"California","06","Sierra County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sierra County, California",52950,"Sierra County, California",11434
"G0600930","2006-2010",,,"California","06","Siskiyou County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Siskiyou County, California",36981,"Siskiyou County, California",1402
"G0600950","2006-2010",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solano County, California",68409,"Solano County, California",1175
"G0600970","2006-2010",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sonoma County, California",63274,"Sonoma County, California",1032
"G0600990","2006-2010",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanislaus County, California",51094,"Stanislaus County, California",771
"G0601010","2006-2010",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sutter County, California",50944,"Sutter County, California",1785
"G0601030","2006-2010",,,"California","06","Tehama County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tehama County, California",38137,"Tehama County, California",1107
"G0601050","2006-2010",,,"California","06","Trinity County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trinity County, California",38725,"Trinity County, California",4735
"G0601070","2006-2010",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tulare County, California",43851,"Tulare County, California",860
"G0601090","2006-2010",,,"California","06","Tuolumne County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuolumne County, California",47462,"Tuolumne County, California",2518
"G0601110","2006-2010",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ventura County, California",75348,"Ventura County, California",951
"G0601130","2006-2010",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yolo County, California",57077,"Yolo County, California",1608
"G0601150","2006-2010",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yuba County, California",46807,"Yuba County, California",2824
"G0800010","2006-2010",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Colorado",54666,"Adams County, Colorado",666
"G0800030","2006-2010",,,"Colorado","08","Alamosa County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alamosa County, Colorado",35935,"Alamosa County, Colorado",2663
"G0800050","2006-2010",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arapahoe County, Colorado",58719,"Arapahoe County, Colorado",765
"G0800070","2006-2010",,,"Colorado","08","Archuleta County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Archuleta County, Colorado",56068,"Archuleta County, Colorado",8196
"G0800090","2006-2010",,,"Colorado","08","Baca County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baca County, Colorado",36017,"Baca County, Colorado",2974
"G0800110","2006-2010",,,"Colorado","08","Bent County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bent County, Colorado",36412,"Bent County, Colorado",4029
"G0800130","2006-2010",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boulder County, Colorado",64839,"Boulder County, Colorado",1281
"G0800140","2006-2010",,,"Colorado","08","Broomfield County","014",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broomfield County, Colorado",75590,"Broomfield County, Colorado",3020
"G0800150","2006-2010",,,"Colorado","08","Chaffee County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chaffee County, Colorado",42941,"Chaffee County, Colorado",3390
"G0800170","2006-2010",,,"Colorado","08","Cheyenne County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheyenne County, Colorado",47125,"Cheyenne County, Colorado",9810
"G0800190","2006-2010",,,"Colorado","08","Clear Creek County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clear Creek County, Colorado",60426,"Clear Creek County, Colorado",3876
"G0800210","2006-2010",,,"Colorado","08","Conejos County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Conejos County, Colorado",33627,"Conejos County, Colorado",2245
"G0800230","2006-2010",,,"Colorado","08","Costilla County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Costilla County, Colorado",24388,"Costilla County, Colorado",4494
"G0800250","2006-2010",,,"Colorado","08","Crowley County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crowley County, Colorado",38189,"Crowley County, Colorado",5852
"G0800270","2006-2010",,,"Colorado","08","Custer County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Colorado",39909,"Custer County, Colorado",8354
"G0800290","2006-2010",,,"Colorado","08","Delta County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Delta County, Colorado",40451,"Delta County, Colorado",1576
"G0800310","2006-2010",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Denver County, Colorado",45501,"Denver County, Colorado",711
"G0800330","2006-2010",,,"Colorado","08","Dolores County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dolores County, Colorado",43058,"Dolores County, Colorado",5318
"G0800350","2006-2010",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Colorado",99198,"Douglas County, Colorado",1710
"G0800370","2006-2010",,,"Colorado","08","Eagle County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eagle County, Colorado",71337,"Eagle County, Colorado",3734
"G0800390","2006-2010",,,"Colorado","08","Elbert County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elbert County, Colorado",78958,"Elbert County, Colorado",4521
"G0800410","2006-2010",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"El Paso County, Colorado",56268,"El Paso County, Colorado",680
"G0800430","2006-2010",,,"Colorado","08","Fremont County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fremont County, Colorado",37847,"Fremont County, Colorado",2026
"G0800450","2006-2010",,,"Colorado","08","Garfield County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Colorado",64902,"Garfield County, Colorado",3051
"G0800470","2006-2010",,,"Colorado","08","Gilpin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gilpin County, Colorado",58036,"Gilpin County, Colorado",5859
"G0800490","2006-2010",,,"Colorado","08","Grand County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grand County, Colorado",60433,"Grand County, Colorado",3396
"G0800510","2006-2010",,,"Colorado","08","Gunnison County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunnison County, Colorado",49356,"Gunnison County, Colorado",4672
"G0800530","2006-2010",,,"Colorado","08","Hinsdale County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hinsdale County, Colorado",74659,"Hinsdale County, Colorado",34128
"G0800550","2006-2010",,,"Colorado","08","Huerfano County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Huerfano County, Colorado",30058,"Huerfano County, Colorado",4880
"G0800570","2006-2010",,,"Colorado","08","Jackson County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Colorado",37222,"Jackson County, Colorado",8483
"G0800590","2006-2010",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Colorado",66075,"Jefferson County, Colorado",598
"G0800610","2006-2010",,,"Colorado","08","Kiowa County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kiowa County, Colorado",40089,"Kiowa County, Colorado",5763
"G0800630","2006-2010",,,"Colorado","08","Kit Carson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kit Carson County, Colorado",41678,"Kit Carson County, Colorado",6174
"G0800650","2006-2010",,,"Colorado","08","Lake County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Colorado",41103,"Lake County, Colorado",3201
"G0800670","2006-2010",,,"Colorado","08","La Plata County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"La Plata County, Colorado",56422,"La Plata County, Colorado",1984
"G0800690","2006-2010",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Larimer County, Colorado",56447,"Larimer County, Colorado",1152
"G0800710","2006-2010",,,"Colorado","08","Las Animas County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Las Animas County, Colorado",38134,"Las Animas County, Colorado",2833
"G0800730","2006-2010",,,"Colorado","08","Lincoln County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Colorado",41616,"Lincoln County, Colorado",3517
"G0800750","2006-2010",,,"Colorado","08","Logan County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Colorado",40961,"Logan County, Colorado",2888
